text,labels
"A thunderstorm just passed by, leaving behind a pristine blue sky. Nature is so captivating.",7
I just got an email inviting me to a surprise birthday party this weekend. I can't wait to see everyone!,4
"The rollercoaster climb at the amusement park was terrifying, but I loved every minute of it.",2
My best friend just gave birth to a healthy baby boy! I'm so thrilled for them.,0
I lost my phone earlier today and couldn't find it anywhere. I'm so stressed out now.,3
I accidentally hit send on that angry email before I could revise it. Now I feel terrible.,5
The solar eclipse this morning was breathtaking. Seeing the sun's corona was mesmerizing.,7
I just received a promotion at work. This is the best day ever!,6
"The traffic jam after work went on for hours, and I'm exhausted now. This is ridiculous.",1
I just watched a documentary about a global epidemic. It's eerie how vulnerable we all are.,2
The weather forecast says it might rain tomorrow. I hope my plans aren't canceled.,7
"I found out I won the lottery today! Life is so unpredictable, but I'm loving it.",4
Seeing the newborn puppy playing in the garden was the cutest sight ever. My heart melted.,0
"My favorite social media account just posted something offensive, and I'm so disappointed with them.",5
"I started this job a month ago, and I still haven't figured out what's expected of me. I feel so lost.",3
I just heard about a natural disaster in another country. It's heartbreaking to see people suffer.,3
"The coffee I ordered was delivered with ice, but I asked for it hot. This is so annoying!",1
I just saw a news story about dolphins swimming in the Arctic due to climate change. It's both weird and fascinating.,7
"I just saw a UFO flying over my neighborhood. I think I might be hallucinating, but it was pretty intense.",4
I scored the winning goal in the football match today. The celebration was epic!,6
"I didn't sleep well last night, and now I'm tired and grumpy. Ugh, what a start to the day.",7
I woke up to the sound of birds chirping and felt an overwhelming sense of happiness knowing it's going to be a great day.,0
"The project is finally over, and I feel a weight lifted off my shoulders!",0
"After years of hard work, I received an email telling me I got accepted into my dream university.",0
"I just scored the winning goal in the championship game, and my team is celebrating in wild excitement!",0
"I couldn't attend my friend's birthday party because I had to work late, and now I feel guilty and sad.",3
"I dropped and broke my favorite vase, and now I feel an overwhelming sense of disappointment and sadness.",3
"My cat was lost for 3 weeks, and now although found, I still feel heartbroken due to the experience.",3
"I didn't get the promotion I was expecting, and now I'm feeling incredibly dejected.",3
"I just realized that my best friend betrayed me, and now I feel deep sadness and hurt.",3
"I was driving home when the car suddenly broke down, and now I'm stuck in the middle of nowhere, feeling scared and helpless.",2
"A loud clap of thunder woke me up in the middle of the night, leaving me feeling jittery and anxious.",2
"I opened an email from the IRS, and now I'm sweating and feeling an overwhelming sense of dread.",2
"I was walking alone in a dimly lit alley when I heard footsteps behind me, and my heart raced with fear.",2
"My flight was delayed due to bad weather, and now I feel anxious about missing my connection and everything going wrong.",2
"The boss is calling me to talk about the project I submitted, and as I walk into the office, I hear my stomach drop with dread.",2
"The meeting was supposed to last 30 minutes, but it went on for 2 hours, and now I'm frustrated and exhausted.",1
"My neighbor's dog barked for hours last night, keeping me awake, and now I feel angry and ready to confront him.",1
"I spent hours preparing a meal, and my host casually said, 'It looks good but didn't taste great'; I'm fuming!",1
"The bus was late, and everyone was rude, cutting in line and taking the few seats left - I couldn't help but feel resentful.",1
"My colleague took credit for my work in front of the entire team, and now I feel a mix of hurt and frustration.",1
I just saw a viral video that shows an adorable puppy playing with a kitten; I can't believe how cute they are.,4
I opened my inbox to find a large check from a customer I thought had stopped doing business with us.,4
"I've been trying to solve this puzzle for weeks, and just as I was about to give up, I found the solution - wow!",4
I went to the store for milk and came out with a bag full of groceries I didn't plan on buying.,4
I dialed the wrong number and connected with someone who turned out to be a famous artist I've admired for years.,4
"I just finished reading an article about how plastic waste is turning into sand, and now I feel disgusted and deeply concerned.",5
"I was handed a cup of tea prepared in a public bathroom, and I can't believe how gross that is.",5
"The person next to me in the subway was eating raw onions, which wafted over to me - I feel nauseated just thinking about it.",5
"I watched a documentary about factory farming practices, and now I feel disgusted and determined to make a change.",5
"The car seat in front of me is reeking of cigarette smoke, and now I feel disgusted and irritated.",5
"The sky is overcast and gloomy, and the humidity feels stifling, as if the world is holding its breath.",7
"According to the latest weather report, there's a 90% chance of rain tomorrow.",7
The company reported a 5% increase in profits compared to the previous quarter.,7
"The recipe calls for one cup of sugar, half a cup of flour, and a pinch of salt.",7
"The meeting started at 2 PM sharp, and the agenda was strictly followed.",7
"I finally got the promotion I've been working for, and I can't wait to celebrate with my friends.",0
